year,title,url,count
1998,"Feedforward, horizontal, and feedback processing in the visual cortex",https://www.sci-hub.ru/10.1016/s0959-4388(98)80042-1,1
2000,"The distinct modes of vision offered by feedforward and recurrent processing",https://www.sci-hub.ru/10.1016/s0166-2236(00)01657-x,1
2001,"Using a recurrent network to bind form, color and position into a unified percept",https://www.sci-hub.ru/10.1016/s0925-2312(01)00395-2,1
1992,"A prototype for data-driven visual attention",https://www.sci-hub.ru/10.1109/icpr.1992.201502,1
1996,"A recurrent neural architecture mimicking cortical preattentive vision systems",https://www.sci-hub.ru/10.1016/0925-2312(94)00067-0,1
2020,"Going in circles is the way forward: the role of recurrence in visual inference",https://www.sci-hub.ru/10.1016/j.conb.2020.11.009,1
2007,The Hidden Logic of Sudoku (Second Edition),https://raw.githubusercontent.com/denis-berthier/CSP-Rules-V2.1/master/Publications/2007-HLS2.pdf,1
2024,Towards Efficient Neurally-Guided Program Induction for ARC-AGI,https://drive.google.com/uc?export=download&id=1sFlK3mhz8kH2agdE379o0ODQWYkrSD0b,1
2025,NVARC solution to ARC-AGI-2 2025,https://drive.google.com/uc?export=download&id=1vkEluaaJTzaZiJL69TkZovJUkPSDH5Xc,1
2025,Beyond Brute Force: A Neuro-Symbolic Architecture for Compositional Reasoning in ARC-AGI-2,https://raw.githubusercontent.com/CoreThink-AI/Research-publications/main/Preprints/Beyond_Brute_Force__A_Neuro_Symbolic_Architecture_for_Compositional_Reasoning_in_ARC_AGI_2.pdf,1
2024,Searching Latent Program Spaces,https://raw.githubusercontent.com/clement-bonnet/lpn/7f86b1d11ea37ba173700dbac8604393eac6da37/paper.pdf,1
2024,The LLM ARChitect: Solving ARC-AGI Is a Matter of Perspective,https://raw.githubusercontent.com/da-fr/arc-prize-2024/main/the_architects.pdf,1
2025,Vector Symbolic Algebras for the Abstraction and Reasoning Corpus,https://raw.githubusercontent.com/ijoffe/ARC-VSA-2025/main/paper/paper.pdf,1
2025,From Parrots to Von Neumanns: How Evolutionary Test-Time Compute Achieved SOTA on ARC-AGI,https://raw.githubusercontent.com/jerber/arc-lang-public/main/from_parrots_to_von_neumanns.pdf,1
2024,A 2D nGPT Model For Arc Prize,https://raw.githubusercontent.com/jfpuget/ARC-AGI-Challenge-2024/main/arc.pdf,1